movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt0199753,Red Planet,2000,PG-13,106 min,"Action, Sci-Fi, Thriller",5.7,"Astronauts, and their robotic dog AMEE (Autonomous Mapping Evaluation and Evasion), search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",Antony Hoffman,/name/nm0388817/,"Val Kilmer, 
Carrie-Anne Moss, 
Tom Sizemore, 
Benjamin Bratt","/name/nm0000174/,/name/nm0005251/,/name/nm0001744/,/name/nm0000973/",58571,18000000
tt3838992,Yoga Hosers,2016,PG-13,88 min,"Action, Comedy, Horror",4.2,Two teenage yoga enthusiasts must do battle with an evil presence that is threatening to rise from its underground lair and endanger their major party plans.,Kevin Smith,/name/nm0003620/,"Lily-Rose Depp, 
Harley Quinn Smith, 
Johnny Depp, 
Adam Brody","/name/nm6675440/,/name/nm0808410/,/name/nm0000136/,/name/nm0111013/",14559,
tt0137363,Arlington Road,1999,R,117 min,"Action, Crime, Drama",7.2,A man begins to suspect his neighbors are not what they appear to be and their secrets could be deadly.,Mark Pellington,/name/nm0671210/,"Jeff Bridges, 
Tim Robbins, 
Joan Cusack, 
Hope Davis","/name/nm0000313/,/name/nm0000209/,/name/nm0000349/,/name/nm0204706/",88240,24362501
tt8820590,T-34,2018,TV-14,139 min,"Action, War",6.7,"SS Panzer Division uses T-34 manned by Soviet POWs as a target in their training field, but the prisoners plot a daring maneuver.",Aleksey Sidorov,/name/nm1284414/,"Alexander Petrov, 
Irina Starshenbaum, 
Viktor Dobronravov, 
Vinzenz Kiefer","/name/nm5003252/,/name/nm7590244/,/name/nm1595810/,/name/nm0452385/",12987,
tt2324606,Rush Hour 4,,,,"Action, Adventure, Comedy",,The plot is unknown at this time.,"Jackie Chan, 
Chris Tucker",/name/nm0000329/,,/name/nm0000676/,,
tt0184894,Shanghai Noon,2000,PG-13,110 min,"Action, Adventure, Comedy",6.6,"A Chinese man travels to the Wild West to rescue a kidnapped Princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and his corrupt boss.",Tom Dey,/name/nm0223359/,"Jackie Chan, 
Owen Wilson, 
Lucy Liu, 
Brandon Merrill","/name/nm0000329/,/name/nm0005562/,/name/nm0005154/,/name/nm0581266/",129735,56937502
tt9603208,Mission: Impossible - Dead Reckoning - Part Two,2024,,,"Action, Adventure, Thriller",,The 8th entry in the long running Mission Impossible franchise.,Christopher McQuarrie,/name/nm0003160/,"Nick Offerman, 
Tom Cruise, 
Rebecca Ferguson, 
Vanessa Kirby","/name/nm0644406/,/name/nm0000129/,/name/nm0272581/,/name/nm3948952/",,
tt4348012,Mayhem,2017,Unrated,86 min,"Action, Comedy, Horror",6.4,A virus spreads through an office complex causing white-collar workers to act out their worst impulses.,Joe Lynch,/name/nm1362570/,"Steven Yeun, 
Samara Weaving, 
Steven Brand, 
Caroline Chikezie","/name/nm3081796/,/name/nm3034977/,/name/nm0104526/,/name/nm0157410/",22632,
tt10648714,Chernobyl: Abyss,2021,,136 min,"Action, Drama, History",5.1,A story about a heroic fireman who worked as one of Chernobyl liquidators.,Danila Kozlovskiy,/name/nm1572716/,"Danila Kozlovskiy, 
Oksana Akinshina, 
Filipp Avdeev, 
Ravshana Kurkova","/name/nm1572716/,/name/nm0968541/,/name/nm2187975/,/name/nm2045831/",9600,
tt4419684,In the Lost Lands,2023,,,"Action, Adventure, Fantasy",,A sorceress travels to the Lost Lands in search of a magical power that allows a person to transform into a werewolf.,Paul W.S. Anderson,/name/nm0027271/,"Milla Jovovich, 
Dave Bautista, 
Arly Jover, 
Amara Okereke","/name/nm0000170/,/name/nm1176985/,/name/nm0431332/,/name/nm11360809/",,
tt8179388,Rim of the World,2019,TV-14,98 min,"Action, Adventure, Comedy",5.2,Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.,McG,/name/nm0629334/,"Jack Gore, 
Miya Cech, 
Benjamin Flores Jr., 
Alessio Scalzotto","/name/nm5375420/,/name/nm7195971/,/name/nm4652001/,/name/nm9378786/",24005,
tt0093489,Man on Fire,1987,R,92 min,"Action, Drama, Thriller",5.8,"A former CIA agent, John Creasy, is hired as a bodyguard for a girl in Italy, who becomes the daughter he never had. When she is abducted, Creasy's fiery rage is unleashed, and despite being badly wounded, embarks on a bloody revenge spree.",Élie Chouraqui,/name/nm0159402/,"Scott Glenn, 
Jade Malle, 
Joe Pesci, 
Brooke Adams","/name/nm0001277/,/name/nm0539910/,/name/nm0000582/,/name/nm0000724/",2519,519596
tt0346156,Sky Captain and the World of Tomorrow,2004,PG,106 min,"Action, Adventure, Mystery",6.1,"After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world.",Kerry Conran,/name/nm0175775/,"Gwyneth Paltrow, 
Jude Law, 
Angelina Jolie, 
Giovanni Ribisi","/name/nm0000569/,/name/nm0000179/,/name/nm0001401/,/name/nm0000610/",85657,37762677
tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,PG,88 min,"Action, Adventure, Comedy",6,"The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.",Michael Pressman,/name/nm0696309/,"Paige Turco, 
David Warner, 
Michelan Sisti, 
Leif Tilden","/name/nm0876958/,/name/nm0001831/,/name/nm0803145/,/name/nm0863208/",57332,78656813
tt2017038,All Is Lost,2013,PG-13,106 min,"Action, Adventure, Drama",6.9,"After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.",J.C. Chandor,/name/nm1170855/,Robert Redford,/name/nm0000602/,81460,6263670
tt2515034,The Gunman,2015,R,115 min,"Action, Adventure, Crime",5.8,"A sniper on a mercenary assassination team kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.",Pierre Morel,/name/nm0603628/,"Sean Penn, 
Idris Elba, 
Jasmine Trinca, 
Javier Bardem","/name/nm0000576/,/name/nm0252961/,/name/nm0872910/,/name/nm0000849/",41971,10640645
tt0069897,Coffy,1973,R,90 min,"Action, Crime, Thriller",6.8,A sexy black nurse takes vigilante justice against inner-city drug dealers after her sister becomes their latest victim.,Jack Hill,/name/nm0384335/,"Pam Grier, 
Booker Bradshaw, 
Robert DoQui, 
William Elliott","/name/nm0000427/,/name/nm0103468/,/name/nm0233306/,/name/nm0254670/",11850,
tt1547234,Premium Rush,2012,PG-13,91 min,"Action, Crime, Thriller",6.5,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.",David Koepp,/name/nm0462895/,"Joseph Gordon-Levitt, 
Michael Shannon, 
Dania Ramirez, 
Sean Kennedy","/name/nm0330687/,/name/nm0788335/,/name/nm1268158/,/name/nm5217936/",115509,20275446
tt3922798,The Siege of Jadotville,2016,TV-MA,108 min,"Action, Drama, History",7.2,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,Richie Smyth,/name/nm1100217/,"Richard Lukunku, 
Danny Sapani, 
Andrew Stock, 
Mark Strong","/name/nm3827844/,/name/nm0764527/,/name/nm3003862/,/name/nm0835016/",41082,
tt0100631,Ski Patrol,1990,PG,91 min,"Action, Comedy, Sport",5.1,A developer attempts to sabotage the safety record of a ski resort.,Richard Correll,/name/nm0180902/,"Roger Rose, 
T.K. Carter, 
Yvette Nipar, 
Leslie Jordan","/name/nm0741648/,/name/nm0141953/,/name/nm0621046/,/name/nm0430074/",3906,8533973
tt2101570,In the Blood,2014,R,108 min,"Action, Crime, Thriller",5.7,"When her husband goes missing during their Caribbean vacation, a woman sets off on her own to take down the men she thinks are responsible.",John Stockwell,/name/nm0007082/,"Gina Carano, 
Cam Gigandet, 
Ismael Cruz Cordova, 
Danny Trejo","/name/nm2442289/,/name/nm1544217/,/name/nm3033454/,/name/nm0001803/",12626,
tt2091256,Captain Underpants: The First Epic Movie,2017,PG,89 min,"Animation, Action, Adventure",6.2,"Two overly imaginative pranksters named George and Harold hypnotize their principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.",David Soren,/name/nm1659741/,"Kevin Hart, 
Thomas Middleditch, 
Ed Helms, 
Nick Kroll","/name/nm0366389/,/name/nm3042755/,/name/nm1159180/,/name/nm1802209/",29550,73921000
tt0115956,Courage Under Fire,1996,R,116 min,"Action, Drama, Mystery",6.6,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",Edward Zwick,/name/nm0001880/,"Denzel Washington, 
Meg Ryan, 
Lou Diamond Phillips, 
Michael Moriarty","/name/nm0000243/,/name/nm0000212/,/name/nm0001617/,/name/nm0605363/",56300,59031057
tt0443473,The Condemned,2007,R,113 min,"Action, Crime, Thriller",6,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",Scott Wiper,/name/nm0007045/,"Steve Austin, 
Vinnie Jones, 
Nathan Jones, 
Robert Mammone","/name/nm0042524/,/name/nm0005068/,/name/nm0428923/,/name/nm0541120/",53019,3718
tt10364034,Ladybug & Cat Noir: Awakening,2023,,105 min,"Animation, Action, Adventure",,"Ladybug and Cat Noir Awakening, is an upcoming animated musical film based on Miraculous: Tales of Ladybug and Cat Noir.",Jeremy Zag,/name/nm5091631/,"Cristina Valenzuela, 
Bryce Papenbrook, 
Keith Silverstein, 
Zeno Robinson","/name/nm2583829/,/name/nm0745310/,/name/nm1142722/,/name/nm0954900/",,
tt17279496,Civil War,II,,,"Action, Drama",,Plot under wraps.,Alex Garland,/name/nm0307497/,"Wagner Moura, 
Kirsten Dunst, 
Jefferson White, 
Sonoya Mizuno","/name/nm0609944/,/name/nm0000379/,/name/nm6366417/,/name/nm4420495/",,
tt10208198,"The Gangster, the Cop, the Devil",2019,Not Rated,109 min,"Action, Crime, Thriller",6.9,A crime boss teams up with a cop to track down a serial killer.,Won-Tae Lee,/name/nm8694244/,"Ma Dong-seok, 
Jeon Bae-soo, 
Mu-Yeol Kim, 
Kim Sungkyu","/name/nm3011350/,/name/nm3482978/,/name/nm3673844/,/name/nm9541537/",16207,216494
tt15713012,Overdose,2022,,119 min,"Action, Crime, Thriller",5.6,"Follows Sara, head of the Toulouse police narcotics squad, who is forced to collaborate with Richard, the head of the local criminal police, to stop a go-fast between Spain and France and find the murderer linked to the case.",Olivier Marchal,/name/nm0545356/,"Sofia Essaïdi, 
Assaad Bouab, 
Alberto Ammann, 
Nicolas Cazalé","/name/nm1597008/,/name/nm1492213/,/name/nm2975962/,/name/nm1002627/",1507,
tt0089374,Police Story,1985,PG-13,100 min,"Action, Comedy, Crime",7.5,A virtuous Hong Kong Police Officer must clear his good name when the drug lord he is after frames him for the murder of a dirty cop.,"Jackie Chan, 
Chi-Hwa Chen",/name/nm0000329/,"Jackie Chan, 
Maggie Cheung, 
Brigitte Lin, 
Yuen Chor","/name/nm0155179/,/name/nm0000329/,/name/nm0001041/,/name/nm0510857/,/name/nm0159201/",38033,113164
tt0082288,Dragonslayer,1981,PG,109 min,"Action, Adventure, Fantasy",6.6,A young wizarding apprentice is sent to kill a dragon which has been devouring girls from a nearby kingdom.,Matthew Robbins,/name/nm0730422/,"Peter MacNicol, 
Caitlin Clarke, 
Ralph Richardson, 
John Hallam","/name/nm0001493/,/name/nm0164680/,/name/nm0724732/,/name/nm0356268/",18574,14110013
tt15340998,Vedha,2022,,156 min,"Action, Drama",6.7,"Vedha and his daughter Kanaka are on a killing spree. They are being chased by a cop Rama, but they always manage to escape in the nick of time. Can Rama stop the killings?",Harsha,/name/nm5664775/,"Vaibhav Gohil, 
Shivarajkumar, 
Veena Ponnappa, 
Ganavi Laxman","/name/nm14181040/,/name/nm3462447/,/name/nm8664484/,/name/nm11270943/",1015,
tt7178640,Superintelligence,2020,PG,106 min,"Action, Comedy, Romance",5.4,"When an all-powerful Superintelligence chooses to study average Carol Peters, the fate of the world hangs in the balance. As the A.I. decides to enslave, save or destroy humanity, it's up to Carol to prove that people are worth saving.",Ben Falcone,/name/nm1229520/,"Melissa McCarthy, 
James Corden, 
Bobby Cannavale, 
Brian Tyree Henry","/name/nm0565250/,/name/nm0179479/,/name/nm0134072/,/name/nm3109964/",11409,
tt1438173,Bait,2012,R,93 min,"Action, Fantasy, Horror",5.2,A freak tsunami traps shoppers at a coastal Australian supermarket inside the building - along with 12-foot Great White Sharks.,Kimble Rendall,/name/nm0719320/,"Xavier Samuel, 
Sharni Vinson, 
Adrian Pang, 
Yuwu Qi","/name/nm1882152/,/name/nm1801800/,/name/nm0659373/,/name/nm1167123/",18236,
tt13818368,Fighter,2024,,,"Action, Thriller",,Add a Plot,Siddharth Anand,/name/nm1893457/,"Deepika Padukone, 
Hrithik Roshan, 
Anil Kapoor, 
Akshay Oberoi","/name/nm2138653/,/name/nm0004335/,/name/nm0438463/,/name/nm0643348/",,
tt0098382,Star Trek V: The Final Frontier,1989,PG,107 min,"Action, Adventure, Fantasy",5.5,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.,William Shatner,/name/nm0000638/,"William Shatner, 
Leonard Nimoy, 
DeForest Kelley, 
James Doohan","/name/nm0000638/,/name/nm0000559/,/name/nm0001420/,/name/nm0001150/",61394,52210049
tt0070895,Walking Tall,1973,R,125 min,"Action, Biography, Crime",6.9,"Based on the life of Tennessee sheriff Buford Pusser, who almost single-handily cleaned up his small town of crime and corruption, but at a personal cost of his family life and nearly his own life.",Phil Karlson,/name/nm0439597/,"Joe Don Baker, 
Elizabeth Hartman, 
Leif Garrett, 
Dawn Lyn","/name/nm0000833/,/name/nm0366946/,/name/nm0308161/,/name/nm0528184/",6269,4750018
tt11655566,Lilo & Stitch,2024,,,"Action, Adventure, Comedy",,Live-action remake of Disney's animated classic 'Lilo and Stitch'.,Dean Fleischer Camp,/name/nm3255797/,Chris Sanders,/name/nm0761498/,,
tt0999913,Straw Dogs,2011,R,110 min,"Action, Drama, Thriller",5.8,"Los Angeles screenwriter David Sumner relocates with his wife to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",Rod Lurie,/name/nm0527109/,"James Marsden, 
Kate Bosworth, 
Alexander Skarsgård, 
James Woods","/name/nm0005188/,/name/nm0098378/,/name/nm0002907/,/name/nm0000249/",34909,10324441
tt6288694,Acts of Vengeance,2017,R,87 min,"Action, Drama, Thriller",5.7,"A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.",Isaac Florentine,/name/nm0282708/,"Antonio Banderas, 
Karl Urban, 
Paz Vega, 
Clint Dyer","/name/nm0000104/,/name/nm0881631/,/name/nm0891895/,/name/nm0245699/",12829,
tt0077369,Convoy,1978,PG,110 min,"Action, Drama",6.3,"Truckers form a mile-long ""convoy"" in support of a trucker's vendetta with an abusive sheriff - Based on the country song of the same title by C.W. McCall.",Sam Peckinpah,/name/nm0001603/,"Kris Kristofferson, 
Ali MacGraw, 
Ernest Borgnine, 
Burt Young","/name/nm0001434/,/name/nm0532298/,/name/nm0000308/,/name/nm0949350/",17335,45000000
tt0800308,Appaloosa,2008,R,115 min,"Action, Crime, Drama",6.7,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,Ed Harris,/name/nm0000438/,"Ed Harris, 
Viggo Mortensen, 
Renée Zellweger, 
Jeremy Irons","/name/nm0000438/,/name/nm0001557/,/name/nm0000250/,/name/nm0000460/",62327,20207003
tt6878038,A Taxi Driver,2017,Not Rated,137 min,"Action, Drama, History",7.9,"A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him.",Hun Jang,/name/nm1922242/,"Song Kang-ho, 
Thomas Kretschmann, 
Hae-Jin Yoo, 
Ryu Jun-Yeol","/name/nm0814280/,/name/nm0470981/,/name/nm1041999/,/name/nm6916719/",26136,1527829
tt14678156,Confessions,2022,,109 min,"Action, Crime, Drama",6.4,"A paid assassin working for the biker gangs of Quebec outsmarts both the police and the underworld for decades, committing 28 hits over 25 years.",Luc Picard,/name/nm0681401/,"Luc Picard, 
David La Haye, 
Sandrine Bisson, 
Éveline Gélinas","/name/nm0681401/,/name/nm0478640/,/name/nm0084368/,/name/nm0350755/",377,
tt0068935,The Way of the Dragon,1972,R,90 min,"Action, Adventure, Comedy",7.2,A man visits his relatives at their restaurant in Italy and has to help them defend against brutal gangsters harassing them.,Bruce Lee,/name/nm0000045/,"Bruce Lee, 
Chuck Norris, 
Nora Miao, 
Ping-Ou Wei","/name/nm0000045/,/name/nm0001569/,/name/nm0583963/,/name/nm0683793/",38282,4061613
tt1181791,Black Death,2010,R,102 min,"Action, Drama, Horror",6.4,"Set during the time of the first outbreak of bubonic plague in England, a young monk is given the task of learning the truth about reports of people being brought back to life in a small village.",Christopher Smith,/name/nm1247462/,"Eddie Redmayne, 
Sean Bean, 
Carice van Houten, 
Kimberley Nixon","/name/nm1519666/,/name/nm0000293/,/name/nm0396924/,/name/nm2632878/",49260,22554
tt1496025,Underworld: Awakening,2012,R,88 min,"Action, Fantasy, Horror",6.3,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.","Måns Mårlind, 
Björn Stein",/name/nm0617523/,"Kate Beckinsale, 
Michael Ealy, 
India Eisley, 
Stephen Rea","/name/nm0825407/,/name/nm0000295/,/name/nm1013003/,/name/nm2086223/,/name/nm0001653/",156524,62321039
tt0822847,Priest,2011,PG-13,87 min,"Action, Fantasy, Horror",5.7,A priest disobeys church law to track down the vampires who kidnapped his niece.,Scott Stewart,/name/nm0829820/,"Paul Bettany, 
Cam Gigandet, 
Maggie Q, 
Karl Urban","/name/nm0079273/,/name/nm1544217/,/name/nm0702572/,/name/nm0881631/",121193,29136626
tt0377062,Flight of the Phoenix,2004,PG-13,113 min,"Action, Adventure, Drama",6.1,Survivors of a plane crash in the Mongolian desert work together to build a new plane.,John Moore,/name/nm0601382/,"Dennis Quaid, 
Miranda Otto, 
Giovanni Ribisi, 
Tyrese Gibson","/name/nm0000598/,/name/nm0001584/,/name/nm0000610/,/name/nm0879085/",55268,21009180
tt0071216,Big Bad Mama,1974,R,84 min,"Action, Comedy, Crime",5.7,"Circumstances force a tough single mother and her two daughters into a life of crime and they quickly become outlaws on the run, picking up partners along the way, and traveling to different states, pursued by the law.",Steve Carver,/name/nm0142587/,"Angie Dickinson, 
William Shatner, 
Tom Skerritt, 
Susan Sennett","/name/nm0001141/,/name/nm0000638/,/name/nm0000643/,/name/nm0784410/",2838,617400
tt0102070,Hudson Hawk,1991,R,100 min,"Action, Adventure, Comedy",5.7,A cat burglar is forced to steal Da Vinci works of art for a world domination plot.,Michael Lehmann,/name/nm0499724/,"Bruce Willis, 
Danny Aiello, 
Andie MacDowell, 
James Coburn","/name/nm0000246/,/name/nm0000732/,/name/nm0000510/,/name/nm0000336/",57593,17218080
tt4815122,Time Trap,2017,Not Rated,87 min,"Action, Adventure, Mystery",6.2,A professor enters a cave and goes missing. Some of his students come looking for him and get trapped in the cave as well.,"Mark Dennis, 
Ben Foster",/name/nm3246780/,"Reiley McClendon, 
Cassidy Gifford, 
Brianne Howey, 
Olivia Draguicevich","/name/nm3244731/,/name/nm0565823/,/name/nm2258992/,/name/nm3526370/,/name/nm2997997/",37807,
tt0103112,Toy Soldiers,1991,R,111 min,"Action, Drama, Thriller",6.6,A group of troublemaking boys decide to take a stand when terrorists seize control of their boarding school.,Daniel Petrie Jr.,/name/nm0677943/,"Sean Astin, 
Wil Wheaton, 
Keith Coogan, 
Andrew Divoff","/name/nm0000276/,/name/nm0000696/,/name/nm0176861/,/name/nm0228678/",23551,15073942
tt0091875,Running Scared,1986,R,107 min,"Action, Comedy, Crime",6.5,Two street-wise Chicago cops have to shake off some rust after returning from a Key West vacation to pursue a drug dealer who nearly killed them in the past.,Peter Hyams,/name/nm0001382/,"Gregory Hines, 
Billy Crystal, 
Steven Bauer, 
Darlanne Fluegel","/name/nm0002138/,/name/nm0000345/,/name/nm0000874/,/name/nm0283311/",13684,38500726
tt0267804,The One,2001,PG-13,87 min,"Action, Sci-Fi, Thriller",5.9,"A rogue Multiverse agent goes on a manhunt for alternate versions of himself, getting stronger with each kill. Only the last version of himself, an LASD cop, can stop his crusade before he becomes ""The One"".",James Wong,/name/nm0939128/,"Jet Li, 
Carla Gugino, 
Delroy Lindo, 
Jason Statham","/name/nm0001472/,/name/nm0001303/,/name/nm0005148/,/name/nm0005458/",93298,43905746
tt0070355,Magnum Force,1973,R,124 min,"Action, Crime, Mystery",7.2,"San Francisco Inspector ""Dirty"" Harry Callahan is on the trail of vigilante Police Officers who are not above going beyond the law to kill the city's undesirables.",Ted Post,/name/nm0692872/,"Clint Eastwood, 
Hal Holbrook, 
Mitchell Ryan, 
David Soul","/name/nm0000142/,/name/nm0001358/,/name/nm0752751/,/name/nm0815800/",63270,4564304
tt0259484,Paid in Full,2002,R,97 min,"Action, Crime, Drama",7,"A young man from Harlem, forced to cope with the 1980s drug scene, builds an illegal empire, only to have a crisis of conscience.",Charles Stone III,/name/nm0831690/,"Mekhi Phifer, 
Wood Harris, 
Chi McBride, 
Kevin Carroll","/name/nm0001616/,/name/nm0365445/,/name/nm0564277/,/name/nm0140887/",13054,3042188
tt8400758,Killers Anonymous,2019,R,95 min,"Action, Crime, Mystery",4.1,A support group of killers is held regularly. The participants sit in a circle of trust and share their transgressions.,Martin Owen,/name/nm1966532/,"Tommy Flanagan, 
Rhyon Nicole Brown, 
MyAnna Buring, 
Michael Socha","/name/nm0281107/,/name/nm0114499/,/name/nm1769728/,/name/nm2523072/",10054,
tt0120157,Soldier,1998,R,99 min,"Action, Drama, Sci-Fi",6,"A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers.",Paul W.S. Anderson,/name/nm0027271/,"Kurt Russell, 
Jason Scott Lee, 
Jason Isaacs, 
Connie Nielsen","/name/nm0000621/,/name/nm0001462/,/name/nm0005042/,/name/nm0001567/",57624,14567883
tt19886242,Rorschach,2022,,150 min,"Action, Mystery, Thriller",7,The Movie is about Luke Anthony who has a mysterious past and is out on a mission to seek revenge from someone who has destroyed him deeply,Nissam Basheer,/name/nm9094689/,"Mammootty, 
Grace Antony, 
Jagadish, 
Bindu Panikkar","/name/nm0007123/,/name/nm10251235/,/name/nm0415538/,/name/nm1429243/",4949,
tt0385004,House of Flying Daggers,2004,PG-13,119 min,"Action, Adventure, Drama",7.5,"A romantic police captain breaks a beautiful member of a rebel group out of prison to help her rejoin her fellows, but things are not what they seem.",Yimou Zhang,/name/nm0955443/,"Ziyi Zhang, 
Takeshi Kaneshiro, 
Andy Lau, 
Dandan Song","/name/nm0955471/,/name/nm0437580/,/name/nm0490489/,/name/nm1288603/",113503,11050094
tt4139124,Keanu,2016,R,100 min,"Action, Comedy, Crime",6.2,"When the adorable kitten of an L.A. crime kingpin unexpectedly enters the life of two cousins, they will have to go through tough gangs, pitiless hit-men, and ruthless drug dealers who all claim him, to get him back. How hard can it be?",Peter Atencio,/name/nm1534595/,"Keegan-Michael Key, 
Jordan Peele, 
Tiffany Haddish, 
Method Man","/name/nm1221047/,/name/nm1443502/,/name/nm1840504/,/name/nm0541218/",49822,20566327
tt1614989,Headhunters,2011,R,100 min,"Action, Crime, Thriller",7.5,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,Morten Tyldum,/name/nm0878763/,"Aksel Hennie, 
Synnøve Macody Lund, 
Nikolaj Coster-Waldau, 
Julie R. Ølgaard","/name/nm0377336/,/name/nm4033934/,/name/nm0182666/,/name/nm1274152/",103576,1196752
tt2513074,Billy Lynn's Long Halftime Walk,2016,R,113 min,"Action, Drama, Sport",6.2,"19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks, the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.",Ang Lee,/name/nm0000487/,"Joe Alwyn, 
Garrett Hedlund, 
Arturo Castro, 
Mason Lee","/name/nm7153679/,/name/nm1330560/,/name/nm3594330/,/name/nm0497853/",23176,1738477
tt0071455,Earthquake,1974,PG,122 min,"Action, Drama, Thriller",5.9,"Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.",Mark Robson,/name/nm0733476/,"Charlton Heston, 
Ava Gardner, 
George Kennedy, 
Lorne Greene","/name/nm0000032/,/name/nm0001257/,/name/nm0001421/,/name/nm0001296/",16620,79700000
tt0804461,Death Sentence,2007,R,105 min,"Action, Crime, Drama",6.7,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",James Wan,/name/nm1490123/,"Kevin Bacon, 
John Goodman, 
Kelly Preston, 
Garrett Hedlund","/name/nm0000102/,/name/nm0000422/,/name/nm0000593/,/name/nm1330560/",72778,9534258
tt0861739,Elite Squad,2007,R,115 min,"Action, Crime, Drama",8,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",José Padilha,/name/nm0655683/,"Wagner Moura, 
André Ramiro, 
Caio Junqueira, 
Milhem Cortaz","/name/nm0609944/,/name/nm2386123/,/name/nm0432753/,/name/nm1141101/",105615,8060
tt0091129,The Golden Child,1986,PG-13,94 min,"Action, Adventure, Comedy",5.9,A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.,Michael Ritchie,/name/nm0006916/,"Eddie Murphy, 
J.L. Reate, 
Charles Dance, 
Charlotte Lewis","/name/nm0000552/,/name/nm0714164/,/name/nm0001097/,/name/nm0001470/",57150,79817937
tt0023427,Scarface,1932,PG,93 min,"Action, Crime, Drama",7.7,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.","Howard Hawks, 
Richard Rosson",/name/nm0001328/,"Paul Muni, 
Ann Dvorak, 
Karen Morley, 
Osgood Perkins","/name/nm0744514/,/name/nm0612847/,/name/nm0245304/,/name/nm0605904/,/name/nm0674019/",28696,
tt0421054,Domino,2005,R,127 min,"Action, Biography, Crime",5.9,A recounting of Domino Harvey's life story. The daughter of actor Laurence Harvey turned away from her career as a Ford model to become a bounty hunter.,Tony Scott,/name/nm0001716/,"Keira Knightley, 
Mickey Rourke, 
Edgar Ramírez, 
Rizz Abbasi","/name/nm0461136/,/name/nm0000620/,/name/nm1183149/,/name/nm0007825/",67933,10169202
tt0416044,Mongol: The Rise of Genghis Khan,2007,R,126 min,"Action, Biography, Drama",7.2,The story recounts the early life of Genghis Khan who was a slave before going on to conquer half the world in 1206.,Sergei Bodrov,/name/nm0091076/,"Tadanobu Asano, 
Amadu Mamadakov, 
Khulan Chuluun, 
Honglei Sun","/name/nm0038355/,/name/nm1213449/,/name/nm2153444/,/name/nm0838944/",47536,5701643
tt0079550,Meteor,1979,PG,108 min,"Action, Drama, Sci-Fi",5,The U.S. must join forces with the U.S.S.R. in order to destroy a gigantic asteroid heading straight for Earth.,Ronald Neame,/name/nm0623768/,"Sean Connery, 
Natalie Wood, 
Karl Malden, 
Brian Keith","/name/nm0000125/,/name/nm0000081/,/name/nm0001500/,/name/nm0001417/",7524,
